School_ID,District,Block,Urban_Rural,%_Math_Score,%_Language_Score,%_Science_Score,Teacher_Student_Ratio,Avg_Teacher_Experience_Years,Teacher_Trainings_Attended,Electricity_Available,Internet_Available,Functional_Toilets,Library_Available,%_Marginalized_Students,%_Students_With_Home_Internet,Parent_Literacy_Rate
SCH_2152,District_B,Block_B1,Rural,61.56,60.88,47.57,39.5,7.7,2,1,0.0,1,0,20.0,8.5,68.5
SCH_2153,District_A,Block_A2,Rural,85.83,94.43,92.35,35.7,6.4,3,1,0.0,1,0,34.4,11.1,60.0
SCH_2154,District_B,Block_B2,Urban,47.26,53.48,41.27,30.2,1.2,4,1,1.0,1,1,28.4,24.8,61.6
SCH_2155,District_A,Block_A1,Rural,34.07,38.87,29.79,25.2,11.9,4,1,0.0,1,0,25.4,3.0,54.5
SCH_2156,District_C,Block_C3,Rural,61.94,73.4,67.81,22.4,8.6,1,0,0.0,1,0,49.6,11.7,32.5
SCH_2157,District_C,Block_C1,Rural,55.06,54.86,49.46,34.6,3.5,0,1,0.0,1,1,25.2,16.7,68.7
SCH_2158,District_C,Block_C2,Rural,70.21,68.37,93.35,25.6,5.1,0,1,0.0,1,0,42.1,0.0,48.16411214953271
SCH_2159,District_B,Block_B2,Rural,94.22,100.0,100.0,26.1,8.2,2,1,1.0,1,0,30.9,14.4,45.0
SCH_2160,District_C,Block_C2,Urban,62.31,59.74,55.65,15.0,6.2,5,1,1.0,1,0,24.9,33.4,77.0
SCH_2161,District_A,Block_A1,Urban,73.34,72.34,92.55,22.6,8.8,1,1,1.0,0,0,0.0,24.8,69.5
SCH_2162,District_B,Block_B2,Rural,29.1,23.32,26.67,24.0,3.8,2,1,0.0,1,0,48.5,3.6,31.5
SCH_2163,District_A,Block_A2,Urban,66.01,86.4,67.09,37.2,6.7,3,1,0.0,1,1,15.3,39.8,83.7
SCH_2164,District_A,Block_A3,Urban,57.84,77.55,60.38,36.0,9.2,3,1,1.0,1,1,3.4,29.6,53.4
SCH_2165,District_C,Block_C1,Rural,60.07,73.54,60.64,38.1,0.0,1,1,1.0,1,0,46.7,8.9,26.4
SCH_2167,District_A,Block_A2,Rural,49.32,35.92,22.59,26.6,8.6,2,1,0.0,1,0,51.9,14.0,31.0
SCH_2168,District_C,Block_C2,Urban,35.04,31.55,32.91,10.0,13.9,4,0,0.0,1,1,37.8,38.3,47.9
SCH_2169,District_B,Block_B3,Rural,77.22,91.98,79.34,18.7,13.0,1,1,1.0,1,0,41.7,12.9,48.8
SCH_2170,District_B,Block_B2,Rural,77.93,80.27,98.85,45.8,0.1,2,0,0.0,1,1,24.7,18.1,49.621442125237195
SCH_2171,District_C,Block_C3,Rural,61.95,65.94,63.12,31.3,0.0,2,1,0.0,1,1,26.9,14.2,64.0
SCH_2172,District_B,Block_B2,Rural,59.18,72.38,73.49,18.6,6.9,1,1,0.0,1,1,52.4,17.0,31.2
SCH_2173,District_B,Block_B1,Rural,85.08,99.45,75.78,42.2,7.9,0,1,1.0,1,0,42.3,0.0,57.5
SCH_2174,District_A,Block_A2,Rural,35.55,36.78,27.42,26.7,8.1,1,1,1.0,1,0,17.2,9.6,40.9
SCH_2175,District_C,Block_C1,Urban,60.3,67.63,82.43,38.1,9.8,2,1,0.0,1,1,32.7,24.4,63.7
SCH_2176,District_A,Block_A2,Rural,92.89,98.32,89.99,22.3,6.6,3,1,0.0,1,0,29.3,16.3,53.6
SCH_2177,District_A,Block_A2,Urban,50.29,58.0,40.91,51.6,3.8,1,1,0.0,0,0,22.1,23.2,59.3
SCH_2178,District_C,Block_C2,Urban,76.63,77.01,84.86,45.6,12.4,2,1,1.0,1,1,18.6,43.1,84.5
SCH_2179,District_C,Block_C1,Rural,77.63,79.94,90.26,36.5,7.7,2,1,0.0,1,0,55.9,15.6,49.78229927007299
SCH_2180,District_A,Block_A1,Rural,61.58,70.96,63.98,26.9,8.1,1,1,0.0,1,0,46.8,5.9,56.9
SCH_2181,District_A,Block_A3,Rural,77.54,79.21,78.97,30.2,2.7,3,1,0.0,1,0,42.9,13.4,22.3
SCH_2182,District_A,Block_A2,Rural,65.88,66.82,51.54,22.0,11.1,4,0,1.0,1,1,47.6,4.4,35.0
SCH_2183,District_C,Block_C3,Urban,87.34,91.77,100.0,32.4,6.2,6,1,1.0,1,0,25.8,25.9,48.5
SCH_2184,District_A,Block_A1,Rural,69.79,71.84,70.85,35.9,15.0,1,1,0.0,1,0,38.0,0.0,53.8
SCH_2185,District_C,Block_C2,Rural,48.4,44.37,48.55,28.8,6.2,0,1,0.0,1,1,31.9,23.6,33.3
SCH_2186,District_B,Block_B1,Rural,49.98,67.49,65.03,21.8,5.5,3,1,0.0,0,0,13.9,9.8,33.2
SCH_2187,District_A,Block_A1,Urban,39.43,41.83,35.89,32.3,10.5,2,0,0.0,1,0,22.4,24.1,50.1
SCH_2188,District_C,Block_C2,Urban,65.97,60.7,77.63,27.5,8.5,0,1,0.0,1,0,19.6,12.4,48.16411214953271
SCH_2189,District_C,Block_C3,Urban,11.95,24.89,27.62,11.6,11.7,2,1,0.0,1,0,30.6,22.2,55.6
SCH_2190,District_B,Block_B3,Urban,59.41,51.68,54.16,33.6,11.5,3,1,0.0,1,0,22.5,22.5,52.0
SCH_2191,District_A,Block_A3,Urban,54.92,55.89,67.27,12.5,10.3,1,1,0.0,1,1,34.6,29.1,52.2
SCH_2192,District_C,Block_C2,Rural,58.79,70.32,50.37,29.75,11.1,2,1,0.0,1,0,59.2,6.6,42.8
SCH_2193,District_C,Block_C3,Rural,51.57,61.31,61.14,38.0,9.3,1,1,0.0,1,1,26.3,5.4,31.8
SCH_2194,District_A,Block_A3,Rural,55.6,61.29,55.05,10.0,11.6,2,1,0.0,1,1,20.4,0.0,49.2674134419552
SCH_2195,District_A,Block_A2,Rural,71.16,77.7,87.98,40.5,8.6,1,1,0.0,1,1,35.3,15.9,44.7
SCH_2196,District_C,Block_C2,Rural,50.19,64.7,59.89,37.2,7.5,0,0,0.0,1,0,16.1,17.4,39.4
SCH_2197,District_A,Block_A2,Rural,42.21,51.19,29.68,30.2,10.2,3,1,0.0,1,1,31.9,0.0,56.4
SCH_2198,District_A,Block_A1,Rural,77.15,79.08,69.31,23.4,6.0,3,1,0.0,1,0,44.5,13.6,38.8
SCH_2199,District_A,Block_A1,Rural,54.23,47.34,46.1,26.4,10.1,0,0,1.0,1,0,31.3,3.6,50.665725806451604
SCH_2200,District_C,Block_C1,Rural,47.3,60.5,46.75,26.5,12.2,3,1,0.0,0,0,42.5,7.6,24.4
SCH_2202,District_B,Block_B1,Rural,56.16,78.12,70.28,22.5,6.7,1,0,0.0,1,0,19.0,25.5,44.0
SCH_2203,District_B,Block_B3,Urban,58.79,69.35,67.82,38.3,5.8,1,0,0.0,1,0,9.9,23.2,42.8
SCH_2204,District_A,Block_A1,Rural,76.39,81.75,77.09,13.3,6.7,1,1,0.0,1,0,36.9,0.0,36.6
SCH_2205,District_B,Block_B3,Rural,77.53,70.0,67.75,28.0,12.0,1,1,0.0,1,1,29.7,7.9,38.0
SCH_2206,District_A,Block_A2,Rural,87.83,100.0,100.0,29.1,11.2,1,1,0.0,1,1,42.7,5.0,36.8
SCH_2207,District_A,Block_A1,Urban,55.53,45.37,30.87,31.0,8.5,2,1,1.0,1,1,28.8,18.6,64.0
SCH_2208,District_A,Block_A3,Rural,46.8,43.01,40.85,41.2,12.8,0,1,0.0,1,0,33.3,9.5,55.3
SCH_2209,District_C,Block_C1,Rural,86.95,90.08,77.25,36.8,11.1,3,0,1.0,1,0,21.7,6.6,48.9
SCH_2210,District_A,Block_A3,Rural,44.11,38.08,48.55,36.0,9.0,3,1,0.0,1,0,42.9,18.3,51.4
SCH_2211,District_B,Block_B1,Rural,49.61,37.27,49.66,41.0,7.1,1,1,0.0,1,0,43.9,16.9,34.4
SCH_2212,District_B,Block_B3,Urban,46.89,61.75,79.5,26.9,11.4,3,1,0.0,0,1,32.7,27.5,54.7
SCH_2213,District_C,Block_C2,Rural,67.54,65.85,63.22,32.0,14.7,2,1,0.0,0,1,27.9,16.2,40.9
SCH_2214,District_C,Block_C1,Rural,70.31,67.28,73.87,31.1,7.8,4,1,0.0,1,0,22.6,17.7,39.5
SCH_2215,District_B,Block_B2,Rural,61.35,48.71,63.43,28.8,0.9,4,1,1.0,1,1,32.5,29.2,42.7
SCH_2216,District_B,Block_B1,Rural,56.46,49.5,44.56,21.4,11.0,0,1,1.0,0,0,18.2,7.3,50.0
SCH_2217,District_A,Block_A3,Rural,41.54,41.93,49.5,37.7,6.3,1,1,0.0,1,0,26.4,2.2,45.6
SCH_2218,District_B,Block_B3,Urban,79.23,79.43,83.56,31.2,9.1,2,1,0.0,1,0,4.3,36.7,65.4
SCH_2219,District_B,Block_B3,Rural,59.06,56.36,61.45,20.8,7.5,0,1,0.0,0,0,30.2,12.7,42.4
SCH_2220,District_B,Block_B1,Rural,62.16,74.36,49.58,22.9,12.5,2,1,0.0,1,1,40.3,15.7,30.2
SCH_2221,District_C,Block_C3,Rural,90.4,100.0,100.0,35.9,9.3,0,1,0.0,1,1,17.4,11.3,34.1
SCH_2222,District_C,Block_C3,Urban,77.35,89.74,92.92,32.8,11.2,0,1,1.0,1,1,17.6,12.1,69.4
SCH_2223,District_B,Block_B1,Rural,96.27,100.0,88.15,10.0,3.4,0,1,0.0,1,1,40.6,16.8,28.9
SCH_2224,District_C,Block_C3,Rural,43.29,55.72,48.4,39.2,10.6,4,1,0.0,1,0,35.2,8.1,49.90759717314488
SCH_2225,District_A,Block_A2,Urban,66.15,78.36,76.54,1.0,7.3,1,0,0.0,1,1,26.5,1.4,57.7
SCH_2226,District_B,Block_B3,Urban,50.02,53.35,51.48,31.3,8.7,1,0,0.0,1,1,23.3,19.2,76.2
SCH_2227,District_C,Block_C2,Urban,73.2,85.42,86.26,29.7,10.8,1,1,1.0,0,0,23.2,31.3,48.16411214953271
SCH_2228,District_A,Block_A1,Rural,58.94,62.0,85.92,30.4,4.7,2,1,0.0,1,0,28.4,0.0,46.8
SCH_2229,District_C,Block_C1,Rural,74.58,74.73,59.99,30.2,2.0,1,1,0.0,1,0,42.9,18.7,26.3
SCH_2231,District_B,Block_B3,Rural,83.34,85.5,99.19,21.5,4.4,0,1,1.0,1,0,32.7,12.9,30.7
SCH_2232,District_A,Block_A1,Rural,55.6,49.96,50.15,47.1,12.1,2,1,0.0,1,0,38.9,17.6,41.4
SCH_2233,District_C,Block_C2,Urban,60.94,62.69,75.42,24.1,7.3,2,1,0.0,1,0,13.5,48.0,33.4
SCH_2234,District_C,Block_C1,Rural,66.62,64.58,67.59,31.7,8.1,1,1,0.0,0,0,43.1,26.2,32.8
SCH_2235,District_C,Block_C3,Urban,66.27,66.99,72.77,31.1,6.5,3,1,0.0,1,1,35.6,27.6,82.0
SCH_2236,District_A,Block_A2,Rural,27.84,19.64,24.51,30.5,13.1,3,1,0.0,0,0,34.7,0.0,33.1
SCH_2237,District_A,Block_A2,Urban,41.06,40.82,37.44,20.6,3.8,0,1,0.0,1,1,23.2,10.4,52.6
SCH_2239,District_A,Block_A2,Urban,57.86,70.12,49.71,50.9,8.7,1,1,1.0,1,0,12.4,31.1,55.0
SCH_2240,District_B,Block_B1,Rural,55.43,48.76,37.73,51.9,2.6,1,1,0.0,1,0,52.0,17.3,20.8
SCH_2241,District_C,Block_C1,Rural,42.65,42.03,29.1,57.3,8.7,1,1,0.0,1,1,15.1,9.2,36.7
SCH_2242,District_C,Block_C3,Urban,33.12,29.44,48.8,33.0,5.1,0,1,1.0,1,1,19.7,31.8,62.5
SCH_2243,District_C,Block_C3,Urban,55.11,52.22,48.41,37.0,11.1,0,1,1.0,1,1,8.6,21.2,65.2
SCH_2244,District_B,Block_B2,Rural,77.73,72.61,75.29,36.2,3.9,2,0,0.0,1,0,35.2,5.9,37.4
SCH_2245,District_A,Block_A2,Urban,71.12,72.48,75.86,10.0,10.0,5,1,0.0,1,1,12.8,23.2,52.5
SCH_2246,District_A,Block_A1,Rural,71.32,61.74,62.19,33.2,8.0,2,1,0.0,1,0,34.6,11.3,59.2
SCH_2247,District_C,Block_C1,Rural,58.94,68.22,49.1,29.75,5.3,1,1,0.0,1,1,45.4,10.3,20.0
SCH_2248,District_B,Block_B2,Rural,61.02,57.64,62.93,44.0,8.1,2,1,0.0,1,0,48.3,1.5,65.0
SCH_2249,District_A,Block_A3,Urban,59.37,50.46,55.05,18.1,1.4,4,1,0.0,1,0,10.5,21.3,79.4
SCH_2251,District_B,Block_B2,Rural,93.84,100.0,94.11,18.9,18.9,1,1,0.0,1,1,39.5,14.0,68.0
SCH_2252,District_C,Block_C2,Rural,45.32,45.09,43.69,29.5,11.8,1,1,0.0,1,0,35.1,0.0,48.16411214953271
SCH_2253,District_A,Block_A2,Urban,46.38,49.14,46.24,44.8,7.9,2,1,0.0,1,1,33.5,19.4,44.0
SCH_2254,District_B,Block_B2,Rural,44.09,42.08,40.05,42.4,15.3,2,1,0.0,1,1,14.2,14.6,66.8
SCH_2255,District_B,Block_B3,Rural,48.68,54.02,52.06,10.8,4.1,4,1,0.0,1,1,28.4,22.0,44.3
SCH_2256,District_B,Block_B1,Urban,74.55,77.47,64.63,27.2,12.1,0,0,0.0,1,1,26.3,16.6,52.3
SCH_2257,District_B,Block_B3,Rural,69.75,81.91,65.82,28.3,11.5,5,1,1.0,1,1,21.7,8.9,25.1
SCH_2258,District_C,Block_C3,Rural,76.27,75.85,80.66,31.8,1.2,0,1,0.0,1,0,30.9,0.0,46.3
SCH_2259,District_A,Block_A1,Rural,52.84,56.0,67.8,25.3,1.1,2,1,0.0,1,0,39.4,14.9,36.7
SCH_2260,District_B,Block_B1,Rural,49.02,43.05,36.18,37.9,10.7,1,1,0.0,1,0,25.4,20.0,67.8
SCH_2261,District_A,Block_A2,Rural,30.07,39.92,32.11,24.0,11.1,0,1,0.0,1,0,38.5,0.0,43.0
SCH_2262,District_A,Block_A2,Rural,78.52,78.3,71.51,28.0,6.5,1,1,0.0,1,0,47.4,11.9,44.6
SCH_2263,District_B,Block_B1,Urban,63.06,63.72,81.7,33.9,11.1,4,1,0.0,1,1,30.7,32.3,48.1
SCH_2264,District_A,Block_A2,Rural,46.56,55.15,50.0,29.75,4.1,0,0,0.0,1,1,49.0,16.5,52.8
SCH_2265,District_A,Block_A2,Rural,66.39,69.91,66.28,41.7,12.5,0,1,0.0,1,0,41.5,0.0,52.9
SCH_2266,District_A,Block_A3,Rural,46.58,37.97,54.63,22.8,9.6,3,1,0.0,1,1,33.7,6.1,42.0
SCH_2267,District_A,Block_A3,Rural,79.67,96.62,87.65,24.3,14.4,2,1,0.0,1,0,13.1,36.4,73.4
SCH_2268,District_A,Block_A2,Rural,52.7,62.72,53.81,19.1,8.5,1,1,1.0,1,0,34.5,0.0,59.0
SCH_2269,District_C,Block_C3,Rural,64.96,57.23,72.12,27.1,2.4,1,1,0.0,1,0,14.0,0.0,49.2
SCH_2270,District_B,Block_B3,Rural,42.09,57.46,42.75,22.4,0.8,1,1,0.0,1,0,41.0,4.0,71.5
SCH_2271,District_A,Block_A2,Rural,100.0,100.0,80.27,32.7,4.1,3,1,0.0,1,0,45.2,5.5,40.4
SCH_2272,District_C,Block_C1,Urban,55.84,54.85,56.83,41.0,4.3,2,1,0.0,1,1,24.5,43.6,70.8
SCH_2273,District_C,Block_C2,Urban,58.3,51.21,37.4,11.4,11.4,2,1,1.0,1,0,9.7,9.7,67.5
SCH_2274,District_A,Block_A1,Rural,54.75,49.07,48.19,27.8,4.1,4,1,0.0,1,0,51.5,25.8,41.3
SCH_2275,District_A,Block_A2,Urban,40.72,41.68,51.8,33.5,4.2,3,0,1.0,1,0,12.8,33.4,65.4
SCH_2276,District_A,Block_A1,Rural,45.45,61.98,63.28,34.8,2.7,2,1,1.0,1,1,25.2,0.0,54.0
SCH_2277,District_B,Block_B3,Rural,63.69,75.62,73.14,34.6,8.7,4,1,0.0,1,0,41.8,16.7,60.7
SCH_2278,District_C,Block_C3,Urban,76.08,98.26,88.64,33.3,4.7,4,1,1.0,1,1,15.0,33.1,61.3
SCH_2279,District_C,Block_C3,Rural,60.5,27.77,36.7,33.4,4.4,3,1,0.0,0,1,36.9,5.1,56.4
SCH_2280,District_B,Block_B3,Rural,47.53,63.42,46.04,22.2,10.7,5,1,0.0,0,1,38.1,0.0,33.1
SCH_2281,District_B,Block_B2,Rural,44.39,39.02,23.25,18.5,12.0,1,1,0.0,1,0,27.8,6.0,38.9
SCH_2282,District_A,Block_A1,Rural,59.57,57.9,71.69,23.3,14.8,1,1,0.0,1,1,36.7,19.9,60.4
SCH_2283,District_A,Block_A2,Rural,75.02,75.64,84.62,28.7,9.3,2,1,1.0,1,0,38.4,2.9,38.4
SCH_2284,District_C,Block_C3,Rural,65.35,62.14,67.39,15.9,21.1,2,1,0.0,1,1,48.1,23.7,41.3
SCH_2285,District_B,Block_B1,Urban,47.98,39.64,46.31,26.2,10.1,2,1,1.0,0,0,24.6,27.4,71.1
SCH_2286,District_A,Block_A2,Rural,66.8,75.38,60.63,39.7,9.1,3,1,0.0,1,0,47.0,6.2,88.9
SCH_2287,District_A,Block_A2,Rural,70.61,70.83,87.08,21.9,8.1,1,1,1.0,1,0,44.4,16.7,50.5
SCH_2288,District_A,Block_A2,Rural,49.18,42.93,44.75,31.3,10.1,3,1,0.0,1,1,20.2,20.8,67.9
SCH_2289,District_C,Block_C3,Urban,62.23,78.56,73.2,16.0,11.0,2,1,0.0,1,1,21.7,40.1,74.4
SCH_2290,District_C,Block_C2,Urban,41.7,52.12,38.37,18.4,13.6,2,1,0.0,1,1,20.9,33.1,56.3
SCH_2291,District_A,Block_A1,Rural,40.27,33.21,50.45,42.2,4.2,4,1,0.0,1,0,31.1,24.0,59.2
SCH_2292,District_A,Block_A1,Rural,66.4,79.1,63.51,34.2,0.5,2,1,0.0,1,0,32.2,11.8,50.7
SCH_2293,District_A,Block_A3,Rural,66.41,60.16,61.07,51.3,6.8,6,0,0.0,1,0,18.1,24.9,44.3
SCH_2294,District_B,Block_B1,Rural,73.77,58.53,51.2,32.1,8.5,0,1,1.0,1,0,24.8,0.0,68.6
SCH_2295,District_B,Block_B1,Rural,46.94,39.21,35.46,21.3,8.2,2,1,0.0,1,1,18.0,14.5,37.4
SCH_2296,District_B,Block_B2,Rural,30.83,34.35,54.14,23.8,8.6,1,1,0.0,1,0,45.2,0.0,61.6
SCH_2297,District_B,Block_B2,Rural,37.21,56.35,49.86,36.4,12.6,4,1,1.0,1,1,29.7,9.8,79.8
SCH_2298,District_C,Block_C2,Rural,71.08,85.18,76.17,28.9,6.0,2,1,1.0,1,0,26.1,0.0,40.6
SCH_2299,District_A,Block_A3,Rural,59.64,66.14,72.78,22.4,5.8,3,1,0.0,1,0,28.0,9.1,23.9
SCH_2300,District_C,Block_C2,Rural,41.57,45.02,29.48,27.4,6.0,3,1,1.0,1,0,41.9,18.8,34.9
SCH_2301,District_A,Block_A2,Urban,54.67,51.93,38.27,30.5,4.8,0,1,0.0,1,0,33.2,26.4,51.2
SCH_2302,District_B,Block_B2,Rural,60.23,67.79,44.55,25.0,15.4,2,1,0.0,1,0,39.8,9.0,54.2
SCH_2303,District_A,Block_A2,Urban,41.06,53.32,72.29,14.3,13.6,1,1,1.0,1,0,15.3,17.9,59.4
SCH_2304,District_A,Block_A2,Rural,56.16,45.59,60.33,33.2,11.0,1,1,0.0,1,0,47.9,0.0,45.3
SCH_2305,District_B,Block_B2,Rural,55.09,64.05,44.21,40.9,7.5,2,1,0.0,1,1,49.5,4.3,74.8
SCH_2306,District_B,Block_B1,Urban,67.75,74.47,86.83,26.3,0.6,7,1,0.0,1,1,32.0,22.9,73.3
SCH_2307,District_B,Block_B3,Rural,70.25,87.73,85.22,35.6,3.9,1,1,0.0,1,0,19.6,24.0,27.1
SCH_2308,District_A,Block_A1,Urban,51.12,40.69,47.89,41.2,7.8,0,1,1.0,1,1,5.2,32.2,64.1
SCH_2309,District_C,Block_C3,Rural,86.35,94.56,99.79,17.2,14.5,3,1,0.0,1,1,47.7,0.0,0.0
SCH_2310,District_A,Block_A1,Rural,18.88,23.22,25.78,27.7,4.4,3,1,0.0,1,0,44.0,0.5,51.3
SCH_2311,District_C,Block_C2,Urban,56.98,72.75,50.65,29.75,8.4,1,1,0.0,1,1,18.2,40.9,28.5
SCH_2312,District_C,Block_C2,Rural,34.23,48.44,56.3,42.4,2.6,5,1,1.0,1,1,38.9,16.7,53.5
SCH_2314,District_C,Block_C1,Rural,68.55,67.67,56.49,36.5,9.3,0,1,0.0,1,1,32.6,13.3,51.8
SCH_2315,District_B,Block_B3,Rural,79.22,98.17,80.89,21.3,8.5,0,1,0.0,1,1,39.1,15.2,50.56828793774319
SCH_2316,District_B,Block_B3,Urban,63.71,90.73,67.46,26.9,17.6,3,1,1.0,1,1,15.2,45.7,51.2
SCH_2317,District_C,Block_C2,Rural,62.42,56.09,62.28,36.4,7.9,6,1,0.0,1,1,43.8,10.0,25.1
SCH_2318,District_C,Block_C1,Rural,32.68,48.05,33.09,23.8,11.8,3,1,0.0,1,1,39.3,17.6,28.4
SCH_2319,District_B,Block_B2,Urban,50.89,47.02,47.42,39.9,9.2,7,1,1.0,1,0,22.8,37.5,67.0
SCH_2320,District_A,Block_A2,Rural,56.06,59.25,61.57,20.4,2.6,1,1,0.0,1,0,37.8,18.6,27.2
SCH_2321,District_C,Block_C1,Urban,64.27,80.58,84.08,24.7,2.9,0,0,1.0,1,1,28.4,28.7,37.5
SCH_2322,District_C,Block_C3,Urban,59.71,64.18,68.56,27.6,5.0,0,0,1.0,1,1,1.4,30.6,61.5
SCH_2323,District_C,Block_C3,Rural,36.97,37.09,46.64,46.0,4.7,1,1,0.0,1,1,48.8,7.2,68.4
SCH_2324,District_C,Block_C3,Urban,41.4,50.23,43.06,26.1,5.4,3,1,0.0,1,1,19.7,26.0,68.1
SCH_2325,District_A,Block_A1,Urban,45.15,51.41,59.59,33.7,13.9,1,0,0.0,0,0,18.5,16.6,50.665725806451604
SCH_2326,District_B,Block_B1,Urban,54.1,53.09,72.53,35.2,10.0,4,1,0.0,1,0,1.1,28.9,56.5
SCH_2328,District_A,Block_A1,Urban,47.03,47.76,52.96,38.9,6.9,1,1,0.0,1,1,5.6,49.1,77.9
SCH_2329,District_A,Block_A2,Urban,71.21,83.72,82.19,36.0,3.9,3,1,0.0,1,0,24.2,22.6,96.3
SCH_2330,District_A,Block_A3,Rural,47.29,53.36,72.79,33.2,6.8,2,1,0.0,1,0,40.4,14.6,62.6
SCH_2331,District_B,Block_B1,Rural,73.83,83.14,100.0,40.8,4.6,3,1,0.0,1,1,37.5,6.0,67.7
SCH_2332,District_C,Block_C1,Urban,59.92,65.89,66.1,22.7,8.0,1,1,1.0,1,1,37.2,51.0,40.6
SCH_2333,District_C,Block_C2,Rural,47.41,46.98,39.44,23.6,11.5,3,1,1.0,1,1,40.7,47.3,56.6
SCH_2334,District_B,Block_B3,Rural,87.34,96.02,91.42,21.2,7.6,0,1,0.0,1,1,44.4,0.0,27.9
SCH_2335,District_A,Block_A1,Urban,65.3,73.91,83.44,29.75,12.7,1,1,0.0,1,0,16.2,18.6,81.8
SCH_2336,District_B,Block_B3,Rural,47.96,54.37,70.73,19.7,7.6,2,1,1.0,1,0,27.5,19.7,47.2
SCH_2338,District_B,Block_B2,Rural,65.31,69.9,50.88,24.0,3.5,3,1,0.0,1,0,42.9,8.8,69.0
SCH_2339,District_C,Block_C2,Rural,46.4,40.91,37.97,20.5,5.6,0,1,1.0,1,1,34.0,0.0,54.8
SCH_2340,District_A,Block_A3,Rural,84.13,85.33,83.78,35.9,11.2,2,1,0.0,1,0,44.2,11.7,47.3
SCH_2342,District_C,Block_C2,Urban,55.37,69.95,54.98,30.3,0.6,2,1,1.0,1,0,32.3,20.7,74.1
SCH_2343,District_A,Block_A2,Rural,55.31,68.59,44.75,28.0,7.6,1,0,0.0,1,0,36.4,2.2,54.8
SCH_2344,District_A,Block_A1,Rural,46.54,50.01,63.92,14.2,13.4,4,1,0.0,1,0,25.0,13.3,39.7
SCH_2345,District_C,Block_C3,Rural,59.49,65.99,64.18,47.9,6.5,2,0,0.0,1,0,28.1,30.9,44.1
SCH_2346,District_C,Block_C1,Rural,67.96,65.43,69.31,35.8,8.8,3,1,0.0,1,0,35.9,0.0,29.0
SCH_2347,District_A,Block_A3,Rural,62.04,77.55,80.63,10.0,10.9,2,1,1.0,1,0,35.6,0.0,49.8
SCH_2348,District_A,Block_A2,Rural,64.37,69.7,57.09,17.9,11.6,2,1,0.0,1,0,36.0,20.3,48.7
SCH_2349,District_C,Block_C2,Rural,57.11,64.11,75.62,37.4,2.9,2,1,0.0,1,0,21.7,26.6,63.9
SCH_2350,District_B,Block_B2,Rural,49.81,56.12,65.72,45.5,6.3,2,1,0.0,1,0,28.3,18.7,31.8
SCH_2351,District_B,Block_B3,Rural,53.93,52.12,41.33,42.6,2.8,2,1,0.0,1,0,39.6,4.8,51.6
SCH_2352,District_B,Block_B3,Urban,48.52,46.44,40.76,22.9,5.1,2,1,1.0,1,0,16.2,30.7,49.6
SCH_2353,District_C,Block_C2,Rural,74.62,79.52,91.11,18.6,5.8,3,1,0.0,1,0,26.8,24.8,62.6
SCH_2354,District_A,Block_A1,Urban,56.27,64.59,59.72,21.4,17.4,3,1,1.0,1,1,0.0,18.5,48.7
SCH_2355,District_B,Block_B2,Urban,100.0,100.0,100.0,29.75,2.7,3,1,0.0,1,1,23.0,18.9,67.3
SCH_2357,District_C,Block_C3,Rural,62.52,60.06,41.39,27.6,10.0,3,1,0.0,1,1,45.3,9.1,68.4
SCH_2358,District_C,Block_C2,Rural,53.37,43.6,43.48,29.3,3.2,3,1,0.0,1,1,7.3,1.9,70.5
SCH_2359,District_A,Block_A2,Rural,44.03,49.86,62.86,29.2,11.3,1,1,0.0,1,0,38.1,13.6,65.6
SCH_2360,District_B,Block_B3,Rural,45.83,51.93,58.41,40.8,0.8,2,0,0.0,1,0,36.2,31.0,52.2
SCH_2361,District_A,Block_A1,Urban,50.59,46.85,58.95,21.2,9.5,2,1,1.0,1,0,15.1,43.7,70.4
SCH_2362,District_C,Block_C2,Rural,52.23,59.61,55.83,31.9,11.8,2,1,1.0,1,0,46.8,1.0,75.4
SCH_2363,District_B,Block_B2,Rural,45.54,58.55,49.96,24.9,10.2,3,1,0.0,1,1,29.1,0.0,60.5
SCH_2364,District_A,Block_A2,Rural,35.94,49.48,29.7,31.1,12.1,1,1,0.0,1,1,30.3,21.6,23.1
SCH_2365,District_B,Block_B2,Urban,54.51,66.97,51.77,10.0,7.5,0,1,1.0,1,1,36.5,37.6,37.1
SCH_2366,District_B,Block_B2,Rural,47.89,63.22,62.1,29.75,12.7,1,0,0.0,1,0,25.8,6.0,17.0
SCH_2367,District_C,Block_C3,Urban,70.45,77.16,71.78,22.7,10.9,1,1,0.0,1,1,1.2,22.5,49.90759717314488
SCH_2368,District_A,Block_A1,Urban,52.51,58.62,71.28,25.3,14.2,1,1,1.0,1,1,41.0,14.5,52.0
SCH_2369,District_A,Block_A2,Rural,49.12,68.63,40.85,42.9,0.0,1,1,1.0,1,1,29.8,12.5,58.2
SCH_2370,District_C,Block_C2,Rural,44.5,34.01,45.09,46.5,18.1,5,1,1.0,1,1,44.4,4.8,42.8
SCH_2371,District_B,Block_B2,Rural,60.93,52.89,51.58,29.75,8.8,1,1,0.0,1,1,48.3,0.1,44.8
SCH_2372,District_C,Block_C2,Urban,58.63,68.72,68.43,29.75,1.3,2,1,0.0,1,1,9.7,26.1,69.8
SCH_2373,District_C,Block_C3,Urban,46.01,53.74,42.93,26.1,8.1,2,1,0.0,1,0,36.4,38.6,38.8
